Data,Produto,Quantidade,Valor_Unitario
2022-07-01,Boné,,491.0
2022-09-09,Sapato Social,83.0,329.0
2022-10-19,Cinto,98.0,135.0
2022-01-15,Macacão Longo,,
2022-04-17,Blusa de Tule,98.0,212.0
2022-01-27,Cachecol,56.0,496.0
2022-11-09,Camisa Social,93.0,307.0
2022-01-01,Saia Midi,,253.0
2022-01-06,Calça Social,46.0,
2022-09-15,Jaqueta de Couro,68.0,270.0
2022-06-28,Blusa de Tricot,50.0,
2022-02-19,Camisa,,
2022-08-14,Body,,424.0
2022-11-05,Colar,67.0,347.0
2022-03-10,Camisa Manga 3/4,3.0,390.0
2022-10-21,Suéter,61.0,89.0
2022-12-12,Bermuda,69.0,167.0
2022-04-20,Blusa de Renda,,
2022-04-12,Vestido Tomara que Caia,12.0,474.0
2022-08-07,Calça Social,22.0,471.0
2022-01-10,Sutiã,68.0,214.0
2022-06-09,Saia Midi,11.0,182.0
2022-06-20,Vestido Transpassado,12.0,173.0
2022-04-14,Macacão,34.0,153.0
2022-05-09,Sandália de Salto,99.0,55.0
2022-02-25,Vestido Curto,,375.0
2022-07-13,Sapato,,264.0
2022-12-10,Saia Jeans,,145.0
2022-05-15,Vestido Curto,,416.0
2022-08-31,Short Saia,22.0,441.0
2022-09-24,Mochila,56.0,88.0
2022-10-29,Jaqueta,,300.0
2022-10-01,Tênis,,450.0
2022-04-25,Vestido Midi,,410.0
2022-04-04,Regata,40.0,209.0
2022-06-04,Cinto,,187.0
2022-09-28,Blusa de Tule,36.0,338.0
2022-08-29,Blusa de Tricot,77.0,244.0
2022-02-02,Anel,25.0,260.0
2022-03-06,Camiseta Básica,,140.0
2022-10-05,Macacão,71.0,194.0
2022-01-09,Calça,91.0,233.0
2022-02-03,Vestido Tomara que Caia,24.0,322.0
2022-11-06,Blusa de Crochê,91.0,208.0
2022-08-09,Blusa de Crochê,49.0,393.0
2022-11-09,Vestido Midi,,421.0
2022-07-23,Camiseta Estampada,60.0,309.0
2022-02-22,Blusa de Crochê,79.0,249.0
2022-10-06,Vestido Ciganinha,95.0,161.0
2022-07-13,Camisa Social,20.0,167.0
2022-06-18,Saia de Couro,,110.0
2022-10-27,Vestido Transpassado,,123.0
2022-05-19,Camisa Manga 3/4,28.0,286.0
2022-05-02,Macacão,,109.0
2022-03-31,Shorts,100.0,223.0
2022-03-21,Vestido Tomara que Caia,17.0,172.0
2022-05-19,Camiseta Manga Longa,,340.0
2022-05-19,Jaqueta,20.0,146.0
2022-08-17,Blusa de Crochê,49.0,280.0
2022-05-18,Macacão,,237.0
2022-02-10,Blusa de Renda,71.0,105.0
2022-10-25,Camiseta Estampada,,
2022-04-11,Brinco,20.0,
2022-10-23,Sapatilha,16.0,
2022-02-19,Camiseta,28.0,367.0
2022-10-19,Cueca,54.0,85.0
2022-01-13,Saia Longa,,
2022-02-09,Vestido Ciganinha,73.0,345.0
2022-05-15,Vestido Longuete,80.0,363.0
2022-06-29,Saia,86.0,465.0
2022-12-16,Sandália Rasteira,45.0,327.0
2022-02-22,Calça Legging,65.0,259.0
2022-05-17,Óculos,96.0,256.0
2022-07-08,Saia Plissada,95.0,300.0
2022-01-14,Jaqueta Jeans,16.0,301.0
2022-10-26,Camiseta,80.0,
2022-05-17,Luvas,65.0,351.0
2022-01-14,Sandalia,9.0,106.0
2022-03-27,Saia de Couro,73.0,418.0
2022-10-26,Sutiã,,277.0
2022-04-16,Sutiã,39.0,320.0
2022-06-12,Saia Jeans,67.0,468.0
2022-02-17,Calça Social,55.0,233.0
2022-01-11,Macacão,79.0,397.0
2023-01-01,Calça Social,,
2022-11-09,Jaqueta de Couro,,
2022-02-12,Vestido Godê,72.0,
2022-03-27,Bermuda,,
2022-06-23,Blusa de Tule,,480.0
2022-02-02,Saia,,203.0
2022-07-15,Short Saia,41.0,291.0
2022-05-06,Tênis,,
2022-01-25,Camisa Manga 3/4,,323.0
2022-01-24,Pulseira,,92.0
2022-08-22,Pulseira,41.0,208.0
2022-03-05,Luvas,,220.0
2022-09-14,Camisa Xadrez,72.0,155.0
2022-04-11,Vestido com Fenda,1.0,236.0
2022-03-06,Lenço,33.0,
2022-03-24,Cueca,,
2022-11-03,Macacão Longo,,270.0
2022-02-02,Short Saia,95.0,249.0
2022-01-13,Cinto,49.0,362.0
2022-11-19,Terno,,181.0
2022-12-06,Calça Jeans,,
2022-01-07,Vestido Chemise,,250.0
2022-05-02,Macacão Curto,,
2022-07-06,Anel,96.0,486.0
2022-06-15,Blusa de Frio,58.0,
2022-08-12,Vestido Godê,,402.0
2022-07-20,Saia Plissada,4.0,307.0
2022-07-01,Luvas,89.0,240.0
2022-03-08,Cachecol,81.0,151.0
2022-03-03,Vestido Longo,,360.0
2022-09-30,Vestido Rodado,39.0,182.0
2022-09-01,Vestido Longuete,96.0,395.0
2022-09-21,Sandália de Salto,31.0,327.0
2022-02-05,Saia de Couro,,212.0
2022-06-18,Jaqueta Jeans,38.0,195.0
2022-03-21,Bolsa,,279.0
2022-10-21,Saia Jeans,90.0,468.0
2022-01-20,Camisa Jeans,,212.0
2022-01-08,Camisa Manga Curta,1.0,335.0
2022-12-27,Calça Social,,122.0
2022-04-28,Blusa de Tule,75.0,446.0
2022-10-20,Vestido de Festa,2.0,
2022-07-18,Lenço,6.0,239.0
2022-04-04,Vestido Curto,76.0,117.0
2022-11-07,Pulseira,14.0,346.0
2022-11-26,Vestido Tubinho,,
2022-10-16,Camisa Polo,30.0,217.0
2022-05-09,Saia Plissada,89.0,398.0
2022-12-12,Boné,11.0,285.0
2022-03-16,Blusa Cropped,,
2022-12-29,Sandália de Salto,,114.0
2022-09-26,Cachecol,,443.0
2022-11-28,Blusa de Tricot,46.0,279.0
2022-05-24,Calça Jeans,84.0,270.0
2022-11-26,Vestido Tubinho,,94.0
2022-09-11,Cardigan,,
2022-11-02,Camisa,7.0,
2022-01-18,Macacão Longo,40.0,359.0
2022-10-04,Camisa Manga 3/4,,159.0
2022-07-17,Gravata,100.0,158.0
2022-03-01,Vestido Godê,3.0,
2022-02-14,Camiseta Estampada,2.0,91.0
2022-05-25,Cueca,40.0,343.0
2022-10-22,Vestido Rodado,14.0,237.0
2022-07-13,Vestido Chemise,,230.0
2022-11-19,Camiseta,90.0,317.0
2022-10-21,Camisa Listrada,14.0,
2022-03-10,Blusa de Tricot,,419.0
2022-03-14,Blusa de Tricot,,
2022-11-21,Blusa de Alça,98.0,412.0
2022-11-16,Vestido Godê,,497.0
2022-12-13,Blazer,82.0,231.0
2022-05-11,Saia,,428.0
2022-03-28,Vestido Chemise,42.0,358.0
2022-03-10,Vestido Longuete,41.0,488.0
2022-12-21,Saia,,498.0
2022-05-08,Regata Cavada,,150.0
2022-05-02,Sapato de Salto,,368.0
2022-09-05,Calça Legging,,127.0
2022-07-20,Casaco,47.0,
2022-08-03,Botas,3.0,257.0
2022-01-30,Vestido Midi,35.0,488.0
2022-07-09,Vestido Chemise,,192.0
2022-10-17,Colar,40.0,385.0
2022-03-30,Cachecol,,
2022-01-20,Sandalia,61.0,
2022-08-16,Regata Cavada,64.0,155.0
2022-09-13,Cinto,,307.0
2022-07-09,Luvas,80.0,305.0
2022-02-08,Sandália de Salto,57.0,107.0
2022-03-01,Camisa Polo,,182.0
2022-12-02,Calça Jeans,2.0,170.0
2022-03-11,Calça Legging,64.0,
2022-03-27,Blusa de Crochê,,271.0
2022-09-18,Vestido Tubinho,23.0,327.0
2022-06-14,Vestido Godê,6.0,
2022-11-26,Vestido Tomara que Caia,,
2022-01-09,Camisa Manga 3/4,46.0,441.0
2022-08-10,Saia Longa,42.0,420.0
2022-11-09,Moletom,38.0,304.0
2022-06-22,Pulseira,,250.0
2022-12-15,Jaqueta,29.0,434.0
2022-10-03,Suéter,35.0,
2022-09-16,Saia,36.0,202.0
2022-03-29,Saia,73.0,268.0
2022-01-15,Bermuda,77.0,417.0
2022-07-01,Vestido Midi,77.0,378.0
2022-06-28,Calça Legging,19.0,372.0
2022-01-17,Vestido,9.0,476.0
2022-08-12,Chinelo,78.0,467.0
2022-07-25,Vestido com Fenda,88.0,197.0
2022-09-23,Colar,,442.0
2022-03-12,Sapatênis,,270.0
2022-09-03,Camiseta Básica,86.0,201.0
2022-04-24,Moletom,41.0,
2022-11-11,Jaqueta de Couro,,
2022-02-28,Vestido Midi,85.0,312.0
2022-09-25,Sapatênis,28.0,93.0
2022-05-21,Sapatilha,66.0,
2022-09-02,Shorts,90.0,250.0
2022-01-23,Vestido Rodado,60.0,353.0
2022-03-17,Blusa de Tule,,
2022-10-02,Camisa Manga Curta,30.0,133.0
2022-08-17,Brinco,,243.0
2022-07-27,Cachecol,,498.0
2022-12-11,Camisa Social,7.0,442.0
2022-04-25,Anel,15.0,298.0
2022-10-21,Shorts,45.0,247.0
2022-12-12,Sapato Social,,130.0
2022-11-23,Sapato Social,,445.0
2022-03-09,Mochila,,355.0
2022-06-01,Camisa Polo,20.0,178.0
2022-03-13,Bermuda,97.0,427.0
2022-07-03,Sandália Rasteira,72.0,282.0
2022-03-08,Blusa Cropped,11.0,340.0
2022-07-25,Anel,5.0,492.0
2022-05-31,Saia Midi,,343.0
2022-09-29,Blusa Manga Longa,17.0,119.0
2022-01-06,Regata Cavada,18.0,54.0
2022-01-04,Saia de Couro,,
2022-02-18,Vestido de Festa,99.0,359.0
2022-04-17,Vestido de Festa,87.0,367.0
2022-12-14,Blusa Ciganinha,83.0,164.0
2022-03-08,Sandália de Salto,42.0,352.0
2022-10-22,Jaqueta Jeans,8.0,293.0
2022-08-10,Camisa Polo,,479.0
2022-03-10,Pulseira,21.0,
2022-03-18,Jaqueta Jeans,5.0,456.0
2022-12-22,Meia,47.0,252.0
2022-03-06,Colete,,189.0
2022-10-24,Chinelo,94.0,410.0
2022-01-23,Macacão Longo,28.0,323.0
2022-01-15,Sandalia,23.0,385.0
2022-02-12,Sapatênis,81.0,190.0
2022-10-18,Macacão Curto,89.0,100.0
2022-10-11,Saia Longa,,270.0
2022-11-06,Vestido,,200.0
2022-06-10,Camiseta Estampada,48.0,499.0
2022-07-27,Camisa Listrada,,474.0
2022-07-25,Blusa de Crochê,94.0,460.0
2022-06-03,Sandalia,19.0,375.0
2022-05-27,Regata,76.0,119.0
2022-04-16,Camiseta Estampada,,
2022-10-15,Sapatilha,73.0,338.0
2022-07-14,Camisa Listrada,51.0,83.0
2022-10-10,Body,71.0,307.0
2022-12-07,Mochila,19.0,486.0
2022-08-10,Blazer,,489.0
2022-07-12,Relógio,85.0,481.0
2022-04-10,Blusa de Renda,45.0,284.0
2022-01-26,Tênis,54.0,126.0
2022-03-27,Camisa Polo,64.0,267.0
2022-02-02,Bolsa,8.0,356.0
2022-06-05,Camisa Polo,14.0,330.0
2022-07-31,Macacão,,457.0
2022-12-26,Pulseira,33.0,
2022-12-15,Blusa,70.0,384.0
2022-05-24,Body,82.0,330.0
2022-11-25,Tênis,,
2022-10-24,Boné,,
2022-11-03,Bermuda,66.0,441.0
2022-06-28,Blusa Manga Longa,83.0,269.0
2022-08-31,Camisa Social,,474.0
2022-05-25,Regata,,81.0
2022-02-27,Saia Jeans,57.0,85.0
2022-12-24,Camiseta,83.0,
2022-08-22,Cardigan,41.0,286.0
2022-07-24,Terno,25.0,415.0
2022-02-21,Short Saia,83.0,277.0
2022-07-25,Boné,28.0,102.0
2022-07-12,Sutiã,,296.0
2022-03-10,Sandalia,68.0,
2022-07-07,Vestido Tomara que Caia,75.0,
2022-02-22,Shorts,62.0,120.0
2022-11-17,Sapato,,219.0
2022-09-20,Luvas,8.0,350.0
2022-10-11,Vestido Tubinho,89.0,51.0
2022-04-15,Macacão Longo,,
2022-11-15,Vestido de Festa,86.0,125.0
2022-11-30,Sapatilha,56.0,244.0
2022-05-13,Cueca,,55.0
2022-03-08,Vestido Tubinho,,364.0
2022-03-19,Blusa de Alça,14.0,125.0
2022-08-22,Saia Midi,,480.0
2022-03-23,Regata,,441.0
2022-05-24,Camisa Social,51.0,472.0
2022-03-02,Mochila,97.0,119.0
2022-11-26,Boné,,271.0
2022-10-31,Moletom,9.0,
2022-09-14,Óculos,26.0,408.0
2022-12-29,Blusa de Tule,,459.0
2022-03-05,Sandalia,,144.0
2022-08-27,Macacão Curto,76.0,
2022-01-16,Vestido Chemise,49.0,350.0
2022-11-24,Body,27.0,61.0
2022-03-14,Blusa Manga Longa,15.0,471.0
2022-08-28,Sandália Rasteira,,155.0
2022-01-19,Pulseira,55.0,439.0
2022-04-05,Vestido Transpassado,,388.0
2022-03-19,Blusa,55.0,413.0
2022-07-07,Óculos,,475.0
2022-07-30,Macacão Curto,,348.0
2022-08-28,Vestido Curto,100.0,
2022-12-18,Vestido Longo,78.0,200.0
2022-03-02,Jaqueta Jeans,76.0,102.0
2022-10-25,Sandália Rasteira,,481.0
2022-08-18,Camisa Manga 3/4,32.0,183.0
2022-01-19,Sapato Social,96.0,
2022-08-30,Suéter,42.0,397.0
2022-12-24,Colete,75.0,274.0
2022-08-25,Sutiã,67.0,181.0
2022-07-23,Lenço,34.0,364.0
2022-08-17,Vestido,27.0,114.0
2022-01-15,Cardigan,24.0,107.0
2022-12-02,Sapatilha,,273.0
2022-08-06,Sapatênis,50.0,483.0
2022-12-09,Chinelo,33.0,213.0
2022-07-05,Camisa Jeans,,331.0
2022-06-26,Calça Jeans,92.0,113.0
2022-11-23,Sapatênis,,236.0
2022-11-19,Tênis,41.0,
2022-04-28,Blusa de Tricot,,500.0
2022-08-08,Relógio,61.0,146.0
2022-11-16,Óculos,82.0,398.0
2022-07-04,Colar,81.0,283.0
2022-02-01,Camisa Listrada,,473.0
2022-01-06,Regata Cavada,,96.0
2022-01-16,Macacão Curto,65.0,454.0
2022-09-18,Pulseira,,74.0
2022-08-18,Casaco,9.0,92.0
2022-01-28,Top,,379.0
2022-08-30,Camisa Social,43.0,311.0
2022-05-02,Blusa Ciganinha,,268.0
2022-06-29,Blusa Cropped,4.0,478.0
2022-12-27,Camisa Manga Curta,96.0,291.0
2022-02-05,Blusa Manga Longa,,
2022-07-10,Blazer,88.0,264.0
2022-04-16,Camisa Jeans,,131.0
2022-05-16,Blusa de Crochê,19.0,212.0
2022-04-08,Body,77.0,186.0
2022-04-10,Saia de Couro,,406.0
2022-07-15,Vestido Ciganinha,14.0,93.0
2022-07-18,Vestido Longuete,,348.0
2022-05-14,Blusa,,
2022-12-31,Colete,,
2022-12-22,Blusa de Crochê,66.0,215.0
2022-05-20,Meia,92.0,381.0
2022-10-13,Tênis,,470.0
2022-03-25,Sapato de Salto,88.0,
2022-05-16,Body,23.0,
2022-12-25,Sandália de Salto,90.0,305.0
2022-03-08,Sapato,47.0,
2022-12-22,Vestido Rodado,83.0,408.0
2022-05-13,Short Saia,63.0,399.0
2022-03-19,Sapato Social,34.0,339.0
2022-08-26,Body,,144.0
2022-07-11,Lenço,,420.0
2022-11-26,Meia,,168.0
2022-01-10,Camisa Social,72.0,182.0
2022-10-09,Saia,31.0,401.0
2022-05-18,Colar,92.0,343.0
2022-08-07,Camiseta Básica,33.0,
2022-12-02,Vestido,,248.0
2022-02-03,Jaqueta de Couro,9.0,
2022-10-05,Saia Jeans,41.0,64.0
2022-01-15,Saia Midi,14.0,
2022-06-22,Suéter,52.0,214.0
2022-04-28,Camisa Xadrez,6.0,
2022-05-14,Vestido Ciganinha,63.0,
2022-02-05,Vestido Rodado,19.0,
2022-09-05,Blusa de Tricot,98.0,267.0
2022-03-05,Vestido com Fenda,,396.0
2022-04-26,Camisa Manga 3/4,33.0,
2022-10-24,Casaco,87.0,198.0
2022-04-08,Tênis,,427.0
2022-04-04,Sandália de Salto,59.0,314.0
2022-07-19,Chinelo,,167.0
2022-09-28,Shorts,34.0,314.0
2022-06-29,Saia Midi,,90.0
2022-10-31,Chinelo,78.0,251.0
2022-06-05,Saia Jeans,58.0,433.0
2022-07-06,Blusa,,56.0
2022-04-29,Tênis,98.0,155.0
2022-06-14,Botas,58.0,401.0
2022-09-06,Óculos,,404.0
2022-09-10,Óculos,,310.0
2022-06-13,Colar,33.0,495.0
2022-04-06,Jaqueta,69.0,104.0
2022-02-19,Suéter,77.0,214.0
2022-09-14,Vestido com Fenda,69.0,
2022-09-12,Anel,43.0,451.0
2022-07-27,Vestido,61.0,292.0
2022-07-01,Brinco,29.0,59.0
2022-06-10,Chinelo,28.0,443.0
2022-04-09,Sutiã,41.0,383.0
2022-07-25,Blusa de Tule,26.0,373.0
2022-03-23,Vestido com Fenda,,145.0
2022-09-21,Bermuda,,
2022-06-03,Blusa Manga Longa,41.0,272.0
2022-04-23,Vestido Midi,,397.0
2022-12-22,Anel,31.0,
2022-07-14,Calça Social,,352.0
2022-03-18,Suéter,92.0,371.0
2022-10-20,Blusa de Crochê,,
2022-12-06,Sapatilha,3.0,485.0
2022-08-20,Sapato Social,,
2022-07-30,Blusa Manga Longa,37.0,123.0
2022-04-23,Suéter,,
2022-07-17,Meia,72.0,247.0
2022-11-25,Pulseira,22.0,454.0
2022-01-03,Body,92.0,370.0
2022-01-20,Cardigan,,145.0
2022-07-31,Blusa Cropped,94.0,416.0
2022-11-13,Vestido Midi,28.0,76.0
2022-06-21,Anel,,166.0
2022-07-22,Saia Jeans,99.0,
2022-09-21,Blusa de Renda,28.0,
2022-09-27,Vestido Longo,52.0,500.0
2022-06-12,Blusa de Crochê,67.0,
2022-09-28,Vestido Longuete,12.0,119.0
2022-04-23,Vestido Ciganinha,,174.0
2022-04-18,Gravata,48.0,433.0
2022-11-29,Jaqueta de Couro,93.0,487.0
2022-05-16,Vestido Longo,98.0,467.0
2022-10-11,Saia Plissada,,328.0
2022-12-21,Sapatênis,1.0,166.0
2022-09-05,Jaqueta,,401.0
2022-12-15,Saia,31.0,
2022-10-14,Regata Cavada,47.0,234.0
2022-12-10,Camisa Xadrez,30.0,273.0
2022-06-26,Calça Jeans,18.0,466.0
2022-08-31,Óculos,73.0,458.0
2022-12-02,Chinelo,26.0,287.0
2022-10-19,Vestido,81.0,
2022-04-17,Blusa,42.0,182.0
2022-01-13,Saia Longa,,352.0
2022-09-01,Body,22.0,311.0
2022-02-10,Bolsa,94.0,132.0
2022-11-28,Camisa Social,,
2022-03-21,Relógio,,99.0
2022-05-11,Camisa Xadrez,,233.0
2022-12-21,Botas,7.0,146.0
2022-11-22,Regata Cavada,87.0,
2022-02-16,Pulseira,59.0,
2022-04-01,Camiseta Manga Longa,63.0,479.0
2022-03-28,Calça Legging,,
2022-04-03,Blusa,,367.0
2022-02-18,Óculos,75.0,469.0
2022-01-12,Vestido Ciganinha,,436.0
2022-01-15,Blusa de Alça,67.0,139.0
2022-03-29,Camisa Xadrez,49.0,250.0
2022-12-18,Sandalia,5.0,
2022-12-15,Camisa Jeans,63.0,486.0
2022-12-27,Vestido com Fenda,99.0,
2022-03-02,Vestido Rodado,76.0,420.0
2022-10-25,Sapato,91.0,472.0
2022-08-19,Pulseira,,467.0
2022-09-10,Camisa Manga Curta,30.0,123.0
2022-03-07,Saia Plissada,,179.0
2022-02-02,Top,67.0,424.0
2022-05-24,Saia,,427.0
2022-06-06,Pulseira,98.0,
2022-11-29,Vestido Chemise,,368.0
2022-01-08,Camisa Manga 3/4,13.0,
2022-11-23,Vestido Longuete,24.0,404.0
2022-10-06,Colar,,66.0
2022-11-10,Cueca,75.0,478.0
2022-02-02,Saia Midi,92.0,122.0
2022-08-14,Blusa Cropped,77.0,
2022-06-10,Calça Jeans,51.0,175.0
2022-11-10,Brinco,86.0,
2022-05-18,Gravata,43.0,101.0
2022-03-30,Vestido de Festa,100.0,239.0
2022-12-29,Blusa Cropped,5.0,157.0
2022-12-22,Short Saia,18.0,448.0
2022-07-06,Moletom,7.0,492.0
2022-04-19,Relógio,5.0,
2022-05-10,Sapato de Salto,4.0,498.0
2022-09-26,Saia,25.0,342.0
2022-12-22,Saia Jeans,80.0,460.0
2022-07-21,Vestido Tubinho,1.0,
2022-06-02,Macacão,,441.0
2022-09-26,Blusa de Frio,14.0,170.0
2022-03-05,Short Saia,,443.0
2022-11-12,Terno,,270.0
2022-06-24,Saia,11.0,298.0
2022-08-17,Calça Social,17.0,180.0
2022-06-19,Camisa Xadrez,3.0,381.0
2022-09-02,Vestido com Fenda,,300.0
2022-03-28,Macacão,,395.0
2022-09-26,Suéter,100.0,452.0
2022-07-17,Regata Cavada,13.0,
2022-11-05,Botas,91.0,224.0
2022-04-11,Suéter,57.0,490.0
2022-02-03,Camisa Social,,
2022-04-30,Mochila,,253.0
2022-02-12,Vestido Longuete,33.0,407.0
2022-08-26,Blusa Cropped,,311.0
2022-04-15,Vestido Rodado,29.0,
2022-08-12,Saia de Couro,67.0,
2022-11-01,Sandalia,,493.0
2022-05-17,Gravata,70.0,362.0
2022-08-30,Blusa de Renda,96.0,194.0
2022-07-29,Jaqueta de Couro,,387.0
2022-08-11,Blusa Manga Longa,97.0,
2022-08-20,Saia de Couro,,382.0
2022-04-23,Blusa de Frio,5.0,337.0
2022-01-13,Saia Midi,18.0,
2022-04-13,Macacão Curto,,347.0
2022-03-23,Camisa Polo,52.0,483.0
2022-02-22,Camisa Manga 3/4,,367.0
2022-05-03,Camisa Social,,422.0
2022-11-05,Sandália Rasteira,,489.0
2022-08-13,Camisa Listrada,,
2022-11-15,Macacão,24.0,258.0
2022-08-26,Cinto,50.0,221.0
2022-03-01,Blusa de Crochê,,484.0
2022-01-01,Tênis,46.0,225.0
2022-05-15,Camisa Polo,67.0,119.0
2022-11-29,Moletom,24.0,
2022-03-02,Boné,,134.0
2022-07-09,Shorts,67.0,179.0
2022-07-27,Jaqueta,40.0,
2022-07-10,Mochila,51.0,410.0
2022-05-11,Camisa Manga 3/4,38.0,253.0
2022-06-25,Boné,,91.0
2022-02-07,Vestido Midi,,194.0
2022-07-25,Moletom,,
2022-08-01,Blusa de Alça,,91.0
2022-09-02,Camisa Listrada,4.0,341.0
2022-12-17,Regata,99.0,
2022-06-03,Meia,44.0,
2022-04-04,Vestido Tubinho,,77.0
2022-11-07,Camisa Listrada,72.0,236.0
2022-04-23,Lenço,,391.0
2022-06-01,Sapatênis,44.0,117.0
2022-09-28,Calça,93.0,54.0
2022-10-04,Vestido Rodado,,
2022-10-07,Vestido Chemise,4.0,
2022-04-11,Jaqueta Jeans,14.0,210.0
2022-01-03,Vestido Midi,76.0,177.0
2022-08-11,Sapato Social,6.0,469.0
2022-10-19,Camisa Manga Curta,60.0,376.0
2022-10-03,Camisa Jeans,47.0,
2022-03-21,Calça Jeans,21.0,199.0
2022-06-12,Vestido Ciganinha,88.0,200.0
2022-07-16,Camisa Listrada,51.0,442.0
2022-12-19,Camisa Jeans,15.0,192.0
2022-10-18,Saia Jeans,26.0,163.0
2022-05-10,Vestido,18.0,421.0
2022-08-03,Cardigan,77.0,416.0
2023-01-01,Calça Jeans,,191.0
2022-07-10,Regata Cavada,,
2022-10-13,Cardigan,18.0,480.0
2022-01-31,Macacão,64.0,440.0
2022-04-18,Sandalia,73.0,
2022-10-11,Sandália Rasteira,59.0,
2022-10-16,Calça Legging,61.0,
2022-01-19,Saia,,407.0
2022-04-03,Blusa de Tule,,101.0
2022-11-13,Terno,,173.0
2022-09-28,Óculos,54.0,172.0
2022-07-08,Regata Cavada,65.0,399.0
2022-06-05,Calça,,336.0
2022-08-09,Camiseta,87.0,
2022-06-15,Camiseta Manga Longa,,
2022-02-11,Vestido com Fenda,,90.0
2022-05-23,Saia Plissada,,261.0
2022-07-12,Meia,20.0,304.0
2022-03-13,Blusa,,
2022-02-14,Pulseira,,
2022-12-15,Suéter,84.0,162.0
2022-08-02,Jaqueta Jeans,98.0,
2022-01-27,Casaco,7.0,281.0
2022-08-29,Sutiã,21.0,208.0
2022-06-19,Camisa Social,95.0,208.0
2022-05-29,Sapato,50.0,
2022-05-29,Sapato Social,,
2022-09-26,Blusa Cropped,81.0,108.0
2022-08-28,Tênis,,120.0
2022-05-29,Colar,69.0,239.0
2022-11-02,Camisa Manga Curta,40.0,138.0
2022-06-02,Vestido de Festa,19.0,490.0
2022-02-07,Gravata,71.0,300.0
2022-02-08,Vestido,64.0,217.0
2022-06-13,Blazer,19.0,105.0
2022-05-03,Relógio,14.0,385.0
2022-10-17,Calça Jeans,38.0,112.0
2022-04-01,Camisa Listrada,93.0,
2022-08-14,Vestido Ciganinha,33.0,295.0
2022-09-08,Blusa Manga Longa,87.0,353.0
2022-11-28,Cachecol,28.0,435.0
2022-05-30,Blusa Cropped,16.0,472.0
2022-09-08,Brinco,24.0,478.0
2022-05-24,Bermuda,,104.0
2022-07-20,Lenço,54.0,
2022-07-07,Chinelo,61.0,362.0
2022-12-12,Sutiã,,342.0
2022-05-31,Boné,14.0,417.0
2022-12-21,Saia Midi,20.0,90.0
2022-12-07,Saia de Couro,81.0,451.0
2022-04-11,Saia Plissada,,335.0
2022-09-14,Pulseira,,427.0
2022-01-15,Botas,42.0,263.0
2022-09-20,Macacão Curto,,210.0
2022-03-29,Top,36.0,388.0
2022-06-02,Blusa de Crochê,24.0,
2022-02-01,Macacão Curto,11.0,92.0
2022-04-26,Relógio,61.0,
2022-09-30,Blusa de Alça,100.0,231.0
2022-06-28,Sandália de Salto,1.0,281.0
2022-01-15,Bermuda,3.0,150.0
2022-04-28,Lenço,6.0,270.0
2022-01-04,Vestido de Festa,,
2022-05-04,Bermuda,88.0,411.0
2022-04-20,Lenço,,349.0
2022-11-02,Camiseta Manga Longa,47.0,433.0
2022-04-13,Camisa Social,10.0,337.0
2022-06-03,Camiseta Estampada,52.0,222.0
2022-12-25,Jaqueta,,102.0
2022-08-30,Sapatênis,59.0,108.0
2022-05-19,Cardigan,70.0,203.0
2022-04-25,Blusa,6.0,84.0
2022-04-29,Blusa de Renda,10.0,463.0
2022-07-01,Blazer,79.0,472.0
2022-04-09,Sapato Social,76.0,419.0
2022-08-29,Vestido Ciganinha,80.0,486.0
2022-07-25,Vestido com Fenda,22.0,114.0
2022-02-20,Pulseira,,
2022-10-18,Vestido Curto,34.0,261.0
2022-08-21,Brinco,,
2022-07-28,Camisa Listrada,90.0,288.0
2022-07-03,Boné,,178.0
2022-03-04,Jaqueta de Couro,64.0,203.0
2022-10-28,Regata,71.0,92.0
2022-11-20,Vestido Longuete,,405.0
2022-06-21,Jaqueta de Couro,13.0,
2022-11-25,Camisa Jeans,36.0,
2022-08-14,Vestido com Fenda,19.0,
2022-06-09,Vestido Godê,75.0,223.0
2022-01-12,Shorts,,59.0
2022-06-11,Óculos,95.0,268.0
2022-05-05,Camiseta Básica,,254.0
2022-02-15,Calça Legging,,383.0
2022-06-17,Meia,48.0,345.0
2022-01-21,Lenço,37.0,342.0
2022-09-21,Jaqueta de Couro,53.0,117.0
2022-11-30,Sutiã,29.0,408.0
2022-03-03,Vestido Tubinho,,98.0
2022-01-30,Vestido Transpassado,87.0,86.0
2022-06-03,Mochila,30.0,
2022-09-01,Calça,,336.0
2022-10-02,Camisa Listrada,50.0,163.0
2022-07-29,Camisa Jeans,51.0,101.0
2022-02-11,Terno,,352.0
2022-05-04,Óculos,,53.0
2022-12-07,Vestido Transpassado,,465.0
2022-06-27,Macacão,14.0,78.0
2022-03-29,Calça Jeans,62.0,
2022-01-12,Vestido Chemise,,496.0
2022-07-23,Camisa Manga 3/4,4.0,377.0
2022-01-28,Top,18.0,370.0
2022-06-30,Pulseira,8.0,386.0
2022-04-20,Vestido Transpassado,44.0,206.0
2022-12-03,Bolsa,12.0,180.0
2022-06-04,Cinto,59.0,185.0
2022-04-08,Relógio,54.0,288.0
2022-05-19,Saia Jeans,93.0,
2022-08-10,Bolsa,,446.0
2022-02-13,Luvas,,340.0
2022-02-08,Sandália de Salto,,484.0
2022-05-29,Jaqueta de Couro,,96.0
2022-12-05,Vestido Transpassado,22.0,285.0
